2025-07-31T00:29:05.079400 | embedding_q | 0.108s
2025-07-31T00:29:05.118752 | retrieve | 0.148s
2025-07-31T00:29:14.797009 | llm_answer | 9.826s
2025-07-31T00:29:30.082882 | embedding_q | 0.044s
2025-07-31T00:29:30.116201 | retrieve | 0.077s
2025-07-31T00:29:34.643729 | llm_answer | 4.605s
2025-07-31T00:29:57.785467 | embedding_q | 0.033s
2025-07-31T00:29:57.805223 | retrieve | 0.053s
2025-07-31T00:30:08.071586 | llm_answer | 10.320s
2025-07-31T00:31:55.115065 | embedding_q | 0.030s
2025-07-31T00:31:55.129550 | retrieve | 0.045s
2025-07-31T00:31:59.624688 | llm_answer | 4.540s
2025-07-31T00:32:09.740824 | embedding_q | 0.026s
2025-07-31T00:32:09.753738 | retrieve | 0.039s
2025-07-31T00:32:12.442617 | llm_answer | 2.728s
2025-07-31T00:32:20.205929 | embedding_q | 0.040s
2025-07-31T00:32:20.218035 | retrieve | 0.052s
2025-07-31T00:32:24.074548 | llm_answer | 3.909s
2025-07-31T00:38:29.260460 | embedding_q | 0.186s
2025-07-31T00:38:29.306526 | retrieve | 0.232s
2025-07-31T00:38:33.037652 | llm_answer | 3.964s
2025-07-31T00:41:37.100063 | embedding_q | 0.147s
2025-07-31T00:41:37.142043 | retrieve | 0.189s
2025-07-31T00:43:10.204807 | llm_answer | 93.251s
2025-07-31T00:45:02.168511 | embedding_q | 0.039s
2025-07-31T00:45:02.207659 | retrieve | 0.078s
2025-07-31T00:45:07.308714 | llm_answer | 5.180s
2025-07-31T11:13:52.195184 | embedding_q | 0.134s
2025-07-31T11:13:52.234584 | retrieve | 0.173s
2025-07-31T11:14:03.791479 | llm_answer | 11.730s
2025-07-31T11:20:31.649153 | embedding_q | 0.063s
2025-07-31T11:20:31.684340 | retrieve | 0.098s
2025-07-31T11:20:47.722380 | llm_answer | 16.136s
2025-07-31T11:23:00.875680 | summarize | 11.135s
2025-07-31T11:25:59.244677 | embedding_q | 0.030s
2025-07-31T11:25:59.287965 | retrieve | 0.073s
2025-07-31T11:26:03.455857 | llm_answer | 4.241s
